index,page,name,category,image,price,rating,rating_count,delivery,is_best_seller,is_overall_pick
421,2,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  ONCAI Mens Felt Slippers,Wool and Cotton-Blend High-Density Memory Foam Clogs House Slippers with Indoor and Outdoor Rubber Soles (US Size 7-15)",mens,https://m.media-amazon.com/images/I/714waGy1h9L._AC_UL320_.jpg,$26.39,4.2,556,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
422,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  JMIERR Mens Quarter Zip Sweater Lightweight Mock Neck Casual Long Sleeve Knitted Solid Pullover Sweaters,mens,https://m.media-amazon.com/images/I/71Dr53dpemL._AC_UL320_.jpg,$35.99,4.3,140,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
423,2,5 Pack Men’s Active Quick Dry Crew Neck T Shirts | Athletic Running Gym Workout Short Sleeve Tee Tops Bulk,mens,https://m.media-amazon.com/images/I/71nykOlQFxL._AC_UL320_.jpg,$39.95,4.6,45122,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
424,2,"Zigzagger Men's Slip On Moccasin Slippers, Indoor/Outdoor Warm Fuzzy Comfy House Shoes, Fluffy Wide Loafer Slippers",mens,https://m.media-amazon.com/images/I/71VDFTRC-5L._AC_UL320_.jpg,$31.99,4.4,34439,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
425,2,"Philips Norelco Multigroom Series 5000 18 Piece, Beard Face, Hair, Body and Intimate Hair Trimmer for Men - NO BLADE OIL MG5910/49",mens,https://m.media-amazon.com/images/I/81CHFmPw-kL._AC_UL320_.jpg,$29.96,4.5,36415,"Delivery Tue, Dec 17",0,0
426,2,Dove Men+Care Antiperspirant Deodorant Stick Clean Comfort 4 Count 72-Hour Sweat & Odor Protection Antiperspirant for Men With 1/4 Moisturizing Cream 2.7 oz  2.7 Ounce (Pack of 4),mens,https://m.media-amazon.com/images/I/81zw+NhhWfL._AC_UL320_.jpg,$24.00,4.5,,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",1,0
427,2,"Hanes Men's Underwear Boxer Briefs, Cotton Stretch Moisture-Wicking Underwear, Multi-pack",mens,https://m.media-amazon.com/images/I/61bZbRYjmfL._AC_UL320_.jpg,$26.00,4.7,11201,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
428,2,"Hanes Men’s Total Support Pouch Boxer Briefs, X-Temp Cooling, Moisture-Wicking Underwear, Regular, Long-leg and Trunk, 3-Pack",mens,https://m.media-amazon.com/images/I/61fbW8CDg4L._AC_UL320_.jpg,$9.98,4.5,28937,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
429,2,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  U2SKIIN Mens Silk Pajamas Set, Long Sleeve Satin Pajamas for Men Sleepwear Button Down Pjs Set Two-piece",mens,https://m.media-amazon.com/images/I/61uXx4VXnRL._AC_UL320_.jpg,$19.19,4.4,432,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
430,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Legendary Whitetails Men's Maplewood Hooded Shirt Jacket,mens,https://m.media-amazon.com/images/I/81CVu154U4L._AC_UL320_.jpg,$79.99,4.6,13541,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
431,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  KuaiLu Men's Slippers Cozy Memory Foam House Slipper Shoes Warm Suede Winter Moccasins Slip-on Boots Slippers For Man with Fuzzy Sherpa Lining & Indoor/Outdoor Hard Rubber Sole,mens,https://m.media-amazon.com/images/I/519zFg5y9uL._AC_UL320_.jpg,$27.94,4.4,10,FREE delivery to Palestinian Territories on $49 of eligible items,0,0
432,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SCODI Men's Flannel Shirt Jacket Fleece Sherpa Lined Plaid Jackets Coat Full Zip Up Hoodie Winter Outwear,mens,https://m.media-amazon.com/images/I/81Y2Ms6dHjL._AC_UL320_.jpg,$38.99,4.3,669,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
433,2,"BULLIANT Men's Belt,Slide Ratchet Belt For Gift Men Dress Pant Shirt Oxfords,Trim To Fit",mens,https://m.media-amazon.com/images/I/71PCPcDgfKL._AC_UL320_.jpg,$12.95,4.6,44255,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
434,2,"Hanes Men's Double Tough Crew Socks, 12-Pair Pack",mens,https://m.media-amazon.com/images/I/81iKJ1CM21L._AC_UL320_.jpg,$14.38,4.6,53635,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
435,2,TELALEO 4/5 Pack Mens Polo Shirts Quick Dry Short Sleeve Golf T Shirt Performance Moisture Wicking Casual Workout,mens,https://m.media-amazon.com/images/I/71UIENuQxXL._AC_UL320_.jpg,$36.79,4.4,3354,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
436,2,6 Pack Men's Quick Dry Long Sleeve Shirts Moisture Wicking Sun Protection UV UPF SPF Performance T-Shirt for Casual,mens,https://m.media-amazon.com/images/I/81K23fySrLL._AC_UL320_.jpg,$31.18,4.6,812,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
437,2,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Legendary Whitetails Men's Buck Camp Flannel, Long Sleeve Plaid Button Down Casual Shirt, Corduroy Cuffs",mens,https://m.media-amazon.com/images/I/71Y65D-sA+L._AC_UL320_.jpg,$25.90,4.6,90564,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
438,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Askdeer Men's Quarter Zip Sweater Waffle Knit Sweater Mock Neck Polo Sweater Casual Pullover Sweater with Ribbing Edge,mens,https://m.media-amazon.com/images/I/71cHS7vgcJL._AC_UL320_.jpg,$35.99,4.4,79,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
439,2,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  JMIERR Mens Corduroy Joggers Pants Casual Cargo Pants Drawstring Elastic Waist Baggy Tapered Sweatpants with Pockets,mens,https://m.media-amazon.com/images/I/51hwNzCm3yL._AC_UL320_.jpg,$23.99,4.6,324,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
440,2,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Posture Corrector for Women and Men, Adjustable Upper Back Brace for Clavicle Support and Providing Pain Relief from Neck, Shoulder, and Upper Back (S/M)",mens,https://m.media-amazon.com/images/I/71JZg1AkNyL._AC_UL320_.jpg,$21.99,4.0,16071,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
441,2,Fossil Nate Men's Watch with Oversized Chronograph Watch Dial and Stainless Steel or Leather Band,mens,https://m.media-amazon.com/images/I/71kbRVr8YfL._AC_UL320_.jpg,$97.50,4.5,21479,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
442,2,Columbia Steens Mountain™ Full Zip 2.0,mens,https://m.media-amazon.com/images/I/711TMCuBn4L._AC_UL320_.jpg,$33.99,4.8,1251,"$50.61 delivery Tue, Dec 17",1,0
443,2,Yeokou Men's Shawl Collar Cardigans Slim Fit Button Cable Knit Black Sweater Pockets,mens,https://m.media-amazon.com/images/I/81cA3ubtXwL._AC_UL320_.jpg,$38.99,4.4,11475,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
444,2,Casio AE1200WH Series | Men’s Digital Watch | 100M WR | Multi Alarms | 100 SEC Stopwatch | Countdown Timer | World Map for World Time | LED Light | LC Analog Display | 10 Year Battery,mens,https://m.media-amazon.com/images/I/61tHR+SNWaL._AC_UL320_.jpg,,4.7,27572,,0,0
445,2,"Ufree Beard Trimmer for Men, Waterproof Electric Razor for Nose, Body, Face and Mustache, Cordless Hair Clippers Shavers for Men Grooming Kit, Gifts for Men Husband Father  18 Piece Set",mens,https://m.media-amazon.com/images/I/71IlIvIdnVL._AC_UL320_.jpg,$28.49,4.3,,"Delivery Tue, Dec 17",1,0
446,2,COOFANDY Mens Flannel Shirt Long Sleeve Lightweight Plaid Shirt Casual Button Down Shirts Jacket,mens,https://m.media-amazon.com/images/I/91BYhewIM2L._AC_UL320_.jpg,$35.99,4.4,125,FREE delivery to Palestinian Territories on $49 of eligible items,0,0
447,2,Travelambo Slim Wallet Front Pocket Minimalist Leather RFID Blocking Medium Size,mens,https://m.media-amazon.com/images/I/81a4JBhy2uL._AC_UL320_.jpg,$7.99,4.5,52681,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
448,2,"Dr. Scholl's Heavy Duty Support Insole Orthotics, Big & Tall, 200lbs+, Wide Feet, Shock Absorbing, Arch Support, Distributes Pressure, Trim to Fit Inserts, Work Boots & Shoes, Men Size 8-14, 1 Pair  Arch Support Insole1 Count (Pack of 1)",mens,https://m.media-amazon.com/images/I/71LSfAfwn5L._AC_UL320_.jpg,$15.54,4.4,,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
449,2,"Old Spice Body Wash for Men, 24/7 Shower Fresh with Lasting Scent, Red Collection, Swagger with Cedarwood Scent, 24 fl oz (Pack of 2)  24 Fl Oz (Pack of 2)",mens,https://m.media-amazon.com/images/I/81q+BWgFvwL._AC_UL320_.jpg,$12.97,4.8,,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
450,2,"Philips Norelco Shaver 3600, Rechargeable Wet & Dry Electric Shaver with Pop-Up Trimmer, Travel Storage Pouch and Protective Cap, S3243/91",mens,https://m.media-amazon.com/images/I/81Put+7GnuL._AC_UL320_.jpg,$54.96,4.4,44648,"Delivery Tue, Dec 17",0,0
451,2,"Old Spice High Endurance Deodorant for Men, Aluminum Free, 24/7 Odor Protection, Refresh Scent, 3 oz (Pack of 3)  3 Ounce (Pack of 3)",mens,https://m.media-amazon.com/images/I/81GWwBlCTML._AC_UL320_.jpg,$14.94,4.6,,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
452,2,RUNBOX Slim Wallets for Men - Leather Money Clip Mens Wallet - RFID Blocking Front Pocket Bifold Wallet - Thin Credit Card Holder with Gift Box,mens,https://m.media-amazon.com/images/I/81F16TdOA2L._AC_UL320_.jpg,$16.99,4.4,7999,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
453,2,"Braun All-in-One Style Kit Series 5 5471, 8-in-1 Trimmer for Men with Beard Trimmer, Body Trimmer for Manscaping, Hair Clippers & More, Ultra-Sharp Blade, 40 Length Settings, Waterproof  10 Piece Set",mens,https://m.media-amazon.com/images/I/71VhbAI6i9L._AC_UL320_.jpg,$54.94,4.4,,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
454,2,"CREMO Rich-Lathering Italian Bergamot Body Wash, Notes of Italian Bergamot, Neroli Blossom, and Fresh Vetiver, 16 Fl Oz (Packaging May Vary)  16 Fl Oz (Pack of 1)",mens,https://m.media-amazon.com/images/I/61HVWDzPPcL._AC_UL320_.jpg,$8.99,4.5,,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
455,2,#followme Microfleece Men’s Fleece Pajama Pants,mens,https://m.media-amazon.com/images/I/81gJRRL5f9L._AC_UL320_.jpg,$19.99,4.7,39092,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
456,2,"Champion Men's T-Shirt, Classic Graphic T-Shirt, Soft and Comfortable T-Shirts for Men, Script Logo (Reg. or Big & Tall)",mens,https://m.media-amazon.com/images/I/51xz0O7su-L._AC_UL320_.jpg,$9.19,4.6,65830,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
457,2,"Fruit of the Loom Men's Coolzone Boxer Briefs, Moisture Wicking & Breathable, Assorted Color Multipacks",mens,https://m.media-amazon.com/images/I/81Q3m79NE6L._AC_UL320_.jpg,$25.82,4.6,227894,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
458,2,Timberland Men's 35mm Classic Buckle Leather Belt for Jeans,mens,https://m.media-amazon.com/images/I/713Og-pjL-L._AC_UL320_.jpg,$13.99,4.4,53899,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
459,2,"Hanes Men's Cotton Tank Undershirts Pack, Moisture-Wicking Ribbed Tanks, Lightweight Cotton Tank Undershirts, 6-Pack",mens,https://m.media-amazon.com/images/I/71osf9CK0eL._AC_UL320_.jpg,$20.71,4.5,61307,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
460,2,"CHAOREN Mens Belt Leather Ratchet Belt - Customizable Fit, Effortless Style (35mm)",mens,https://m.media-amazon.com/images/I/81inmnspZML._AC_UL320_.jpg,$11.97,4.6,40992,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",1,0
461,2,"Ear and Nose Hair Trimmer Clipper - 2024 Professional Painless Eyebrow & Facial Hair Trimmer for Men Women,Battery-Operated Trimmer with IPX7 Waterproof,Dual Edge Blades for Easy Cleansing Black",mens,https://m.media-amazon.com/images/I/61ox1Eh9FaL._AC_UL320_.jpg,$9.99,4.4,75317,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
462,2,Nautica Men's Quarter-Zip Sweater,mens,https://m.media-amazon.com/images/I/81eosniS1pL._AC_UL320_.jpg,$23.98,4.5,3513,,0,0
463,2,Under Armour Men's Tech 2.0 Short-Sleeve T-Shirt,mens,https://m.media-amazon.com/images/I/810Scj-0BxL._AC_UL320_.jpg,$18.75,4.5,20902,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
464,2,"Fruit of the Loom Men's Eversoft Fleece Hoodies, Moisture Wicking & Breathable, Pullover Hooded Sweatshirt",mens,https://m.media-amazon.com/images/I/71+w984iHhL._AC_UL320_.jpg,$13.00,4.6,21863,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
465,2,Fruit of the Loom Men's Eversoft Cotton Stay Tucked V-Neck T-Shirt,mens,https://m.media-amazon.com/images/I/51sc3-LB+hL._AC_UL320_.jpg,$17.42,4.6,47593,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
466,2,Carhartt Men's Canvas Cap,mens,https://m.media-amazon.com/images/I/61FEYgqDw7L._AC_UL320_.jpg,$19.99,4.7,34938,,0,0
467,2,Eddie Bauer Men's Dura Dri Moisture Control 6-Pair Crew Socks,mens,https://m.media-amazon.com/images/I/91UDzkHViuL._AC_UL320_.jpg,$9.84,4.4,487,"Delivery Tue, Dec 17 to Palestinian Territories",0,0
468,2,INTO THE AM Mens T Shirt - Short Sleeve Crew Neck Soft Fitted Tees S - 4XL Fresh Classic Tshirts,mens,https://m.media-amazon.com/images/I/61E4URgY4xL._AC_UL320_.jpg,$19.96,4.3,10233,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
469,2,Hey Dude Men's Wally Stretch | Men's Loafers | Men's Slip On Shoes | Comfortable & Light-Weight,mens,https://m.media-amazon.com/images/I/81pxNqYZiVL._AC_UL320_.jpg,$44.99,4.7,51727,,0,0
470,2,"Just For Men Control GX Grey Reducing Shampoo, Gradual Hair Color for Stronger and Healthier Hair, 4 Fl Oz - Pack of 3 (Packaging May Vary)  Unscented4 Fl Oz (Pack of 3)",mens,https://m.media-amazon.com/images/I/81xcC6BvC7L._AC_UL320_.jpg,$23.93,4.3,,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
471,2,"Gildan Mens Underwear Boxer Briefs, Multipack",mens,https://m.media-amazon.com/images/I/71Y+v5k4Z3L._AC_UL320_.jpg,$13.59,4.6,122275,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
472,2,Fossil Grant Men's Watch with Chronograph or Automatic Display and Genuine Leather or Stainless Steel Band,mens,https://m.media-amazon.com/images/I/71UIocsjBUL._AC_UL320_.jpg,$78.71,4.6,18319,"FREE delivery Sun, Dec 15 to Palestinian Territories",0,0
473,2,"Philips Norelco Shaver 7200, Rechargeable Wet & Dry Electric Shaver with SenseIQ Technology and Pop-up Trimmer, S7887/82",mens,https://m.media-amazon.com/images/I/81W-J+7Sk7L._AC_UL320_.jpg,$79.96,4.4,8346,"Delivery Tue, Dec 17",0,0
474,2,Wrangler Authentics Men's Long Sleeve Sherpa Lined Shirt Jacket,mens,https://m.media-amazon.com/images/I/81IQ4i6NdyL._AC_UL320_.jpg,$20.97,4.6,26665,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
475,2,Lucky Brand Men's Venice Burnout Notch Neck Tee,mens,https://m.media-amazon.com/images/I/71Z4fIIWDtL._AC_UL320_.jpg,$15.53,4.5,9286,"Delivery Sun, Dec 15 to Palestinian Territories",0,0
476,2,Wrangler Authentics Men's Long Sleeve Fleece Quarter-Zip Sweater,mens,https://m.media-amazon.com/images/I/A1X74ZCjO+L._AC_UL320_.jpg,$18.00,4.5,24539,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
477,2,"Champion Men's Joggers, Powerblend, Fleece Joggers, Comfortable Sweatpants for Men (Reg. or Big & Tall)",mens,https://m.media-amazon.com/images/I/71GTmjV0sxL._AC_UL320_.jpg,$22.50,4.6,43223,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
478,2,COOFANDY Men's Linen Shirts Short Sleeve Casual Shirts Button Down Shirt for Men Beach Summer Wedding Shirt,mens,https://m.media-amazon.com/images/I/81TSrTXy8TL._AC_UL320_.jpg,$25.58,4.2,4626,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
479,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Legendary Whitetails Men's Maplewood Hooded Shirt Jacket,mens,https://m.media-amazon.com/images/I/81CVu154U4L._AC_UL320_.jpg,$79.99,4.6,13541,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
480,3,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  U2SKIIN Mens Silk Pajamas Set, Long Sleeve Satin Pajamas for Men Sleepwear Button Down Pjs Set Two-piece",mens,https://m.media-amazon.com/images/I/61uXx4VXnRL._AC_UL320_.jpg,$19.19,4.4,432,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
481,3,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Tool Roll Up Bag, Gifts for Men Dad Husband Him Chirstmas, Mens Stocking Stuffers, Portable Tools Box Storage for Men, Heavy Duty Tool Organizer W/Detachable Pouches for Electrician Mechanic Carpenter",mens,https://m.media-amazon.com/images/I/81W+PcEAxwL._AC_UL320_.jpg,$14.83,4.6,118,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
482,3,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Posture Corrector for Women and Men, Adjustable Upper Back Brace for Clavicle Support and Providing Pain Relief from Neck, Shoulder, and Upper Back (S/M)",mens,https://m.media-amazon.com/images/I/71JZg1AkNyL._AC_UL320_.jpg,$21.99,4.0,16071,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
483,3,"Gildan Adult Heavy Cotton Long Sleeve T-Shirt, Style G5400, 2-Pack",mens,https://m.media-amazon.com/images/I/61aGgVBHTAL._AC_UL320_.jpg,$10.19,4.5,17924,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
484,3,"Amazon Essentials Men's Performance Comfortable Cotton Cushioned Breathable Athletic Crew Sports Socks, 10 Pairs",mens,https://m.media-amazon.com/images/I/81nDQGaP4EL._AC_UL320_.jpg,$18.26,4.6,22697,FREE delivery to Palestinian Territories on $49 of eligible items,0,0
485,3,"Hanes Men's Cotton Tank Undershirts Pack, Moisture-Wicking Ribbed Tanks, Lightweight Cotton Tank Undershirts, 6-Pack",mens,https://m.media-amazon.com/images/I/71osf9CK0eL._AC_UL320_.jpg,$20.71,4.5,61307,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
486,3,Amazon Essentials Men's Fleece Jogger Pant,mens,https://m.media-amazon.com/images/I/81CWjDoZb6L._AC_UL320_.jpg,$13.10,4.5,28284,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
487,3,"Gildan Men's Underwear Boxers, Multipack",mens,https://m.media-amazon.com/images/I/814HmJK72gL._AC_UL320_.jpg,$12.79,4.5,55033,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
488,3,"Champion, Powerblend, Fleece Comfortable Hoodie, Sweatshirt for Men (Reg. Or Big & Tall)",mens,https://m.media-amazon.com/images/I/81aGn3hP4oL._AC_UL320_.jpg,$25.00,4.7,60523,"Delivery Thu, Dec 12 to Palestinian Territories",1,0
489,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Tyhengta Men's Striped Shirt Long Sleeve Golf Polo Shirts,mens,https://m.media-amazon.com/images/I/81myNgjngPL._AC_UL320_.jpg,$19.19,4.6,26,"FREE delivery Tue, Dec 17 to Palestinian Territories on $49 of eligible items",0,0
490,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  COOFANDY Mens Hoodies Pullover Casaul Long Sleeve Drawstring Waffle Knit Hooded Sweatshirt with Kanga Pocket,mens,https://m.media-amazon.com/images/I/710I0iRVarL._AC_UL320_.jpg,$19.98,4.5,639,"FREE delivery Wed, Dec 18 to Palestinian Territories on $49 of eligible items",0,0
491,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Muscle Polo Shirts for Men Slim Fit Short Sleeve Golf Shirts Men Dry Fit Shirts Casual Stylish Clothes,mens,https://m.media-amazon.com/images/I/61u+vsHI+wL._AC_UL320_.jpg,$23.79,4.4,1863,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
492,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Lexiart Men's Casual Corduroy Sweatshirt Long Sleeve Thermal Stand Collar Button Pullover Sweatshirts,mens,https://m.media-amazon.com/images/I/71HapBVEoDL._AC_UL320_.jpg,$28.99,3.9,41,"FREE delivery Sun, Dec 15 to Palestinian Territories on $49 of eligible items",0,0
493,3,Eddie Bauer Men's Dura Dri Moisture Control 6-Pair Crew Socks,mens,https://m.media-amazon.com/images/I/91UDzkHViuL._AC_UL320_.jpg,$9.84,4.4,487,"Delivery Tue, Dec 17 to Palestinian Territories",0,0
494,3,Under Armour Men's Tech 2.0 Short-Sleeve T-Shirt,mens,https://m.media-amazon.com/images/I/810Scj-0BxL._AC_UL320_.jpg,$18.75,4.5,20902,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
495,3,Casio - Mens Blk Digital G-Shock Watch (DW9052-1BCG),mens,https://m.media-amazon.com/images/I/61vH4xPmZ-L._AC_UL320_.jpg,$52.47,4.7,6214,"FREE delivery Thu, Dec 12 to Palestinian Territories",0,0
496,3,Crocs Unisex Adult Classic Clog,mens,https://m.media-amazon.com/images/I/61SuPkDGYfL._AC_UL320_.jpg,,4.8,603391,,1,0
497,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  COOFANDY Mens Suit Vest Formal Dress Vest Slim Fit Buesiness Wedding Waistcoat,mens,https://m.media-amazon.com/images/I/61CNYXB4LcL._AC_UL320_.jpg,$34.99,4.5,1934,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
498,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  COOFANDY Men's Quarter Zip Sweaters Slim Fit Mock Neck Pullover Sweater Lightweight Knitted Polo Sweaters,mens,https://m.media-amazon.com/images/I/81MhJlxNudL._AC_UL320_.jpg,$29.74,4.3,62,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
499,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  AITITIA Men's Ripped Regular Fit Jeans,mens,https://m.media-amazon.com/images/I/61Tq1BRKE0L._AC_UL320_.jpg,$31.98,4.2,4704,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
500,3,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  JMIERR Mens Casual Joggers Pants - Cotton Drawstring Chino Cargo Pants Hiking Outdoor Twill Track Jogging Sweatpants Pants,mens,https://m.media-amazon.com/images/I/61g9ePWScxL._AC_UL320_.jpg,$29.99,4.3,4607,FREE delivery to Palestinian Territories on $49 of eligible items,0,0
501,3,Fossil Grant Men's Watch with Chronograph or Automatic Display and Genuine Leather or Stainless Steel Band,mens,https://m.media-amazon.com/images/I/71UIocsjBUL._AC_UL320_.jpg,$78.71,4.6,18319,"FREE delivery Sun, Dec 15 to Palestinian Territories",0,0
502,3,"Whiskey Smoker Kit with Torch - 6 Flavors Wood Chips, 2 Glasses, 2 Ice Ball Molds - Cocktail Smoker Infuser Kit, Old Fashioned Drink Smoker Kit, Birthday Bourbon Whiskey Gifts for Men,Dad(NO Butane)",mens,https://m.media-amazon.com/images/I/81giNCIRH5L._AC_UL320_.jpg,$25.49,4.6,1264,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
503,3,"Heating Pad for Neck and Shoulder, Christmas Gifts for Men Women Mom Dad, Electric Heating Pad for Back Pain Relief, Birthday Fathers Day Anniversary Retirement Gifts, Blue",mens,https://m.media-amazon.com/images/I/71QV-XsWO0L._AC_UL320_.jpg,$28.99,4.5,734,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
504,3,Carhartt Men's Knit Cuffed Beanie,mens,https://m.media-amazon.com/images/I/81IpydkT2lL._AC_UL320_.jpg,$19.98,4.8,104073,,1,0
505,3,"Champion Men's Sweatpants, Powerblend, Fleece, Open-bottom Sweatpants (Reg. Or Big & Tall)",mens,https://m.media-amazon.com/images/I/71VT8XaLgYL._AC_UL320_.jpg,$22.50,4.5,18267,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
506,3,Fruit of the Loom Men's Eversoft Cotton Stay Tucked V-Neck T-Shirt,mens,https://m.media-amazon.com/images/I/51sc3-LB+hL._AC_UL320_.jpg,$17.42,4.6,47593,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
507,3,Carhartt Men's Canvas Cap,mens,https://m.media-amazon.com/images/I/61FEYgqDw7L._AC_UL320_.jpg,$19.99,4.7,34938,,0,0
508,3,"Men's Cotton Crew Work Socks, 5 Pairs Cushioned Boot Socks,Moisture Wicking Athletic Socks for Hiking Sports Running",mens,https://m.media-amazon.com/images/I/81IxmU9F4dL._AC_UL320_.jpg,$16.99,4.5,260,"FREE delivery Thu, Dec 12 to Palestinian Territories on $49 of eligible items",0,0
509,3,"Fruit of the Loom Men's Eversoft Fleece Open Bottom Sweatpants with Pockets, Relaxed Fit, Moisture Wicking, Breathable",mens,https://m.media-amazon.com/images/I/61RhsrWDHEL._AC_UL320_.jpg,$12.14,4.3,7048,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
510,3,"Dickies Men's Dri-tech Moisture Control Quarter Socks, Available in M-XXL (6, 12, 18 Pairs)",mens,https://m.media-amazon.com/images/I/91Q3l8onAmS._AC_UL320_.jpg,$14.00,4.7,85035,"Delivery Thu, Dec 12 to Palestinian Territories",0,0
